49	84	21	63	91	98	63	77	7	91	77	77	84	21	7	91	7	42	77	14	98	77	91	14	7	
84	144	36	108	156	168	108	132	12	156	132	132	144	36	12	156	12	72	132	24	168	132	156	24	12	
21	36	9	27	39	42	27	33	3	39	33	33	36	9	3	39	3	18	33	6	42	33	39	6	3	
63	108	27	81	117	126	81	99	9	117	99	99	108	27	9	117	9	54	99	18	126	99	117	18	9	
91	156	39	117	169	182	117	143	13	169	143	143	156	39	13	169	13	78	143	26	182	143	169	26	13	
98	168	42	126	182	196	126	154	14	182	154	154	168	42	14	182	14	84	154	28	196	154	182	28	14	
63	108	27	81	117	126	81	99	9	117	99	99	108	27	9	117	9	54	99	18	126	99	117	18	9	
77	132	33	99	143	154	99	121	11	143	121	121	132	33	11	143	11	66	121	22	154	121	143	22	11	
7	12	3	9	13	14	9	11	1	13	11	11	12	3	1	13	1	6	11	2	14	11	13	2	1	
91	156	39	117	169	182	117	143	13	169	143	143	156	39	13	169	13	78	143	26	182	143	169	26	13	
77	132	33	99	143	154	99	121	11	143	121	121	132	33	11	143	11	66	121	22	154	121	143	22	11	
77	132	33	99	143	154	99	121	11	143	121	121	132	33	11	143	11	66	121	22	154	121	143	22	11	
84	144	36	108	156	168	108	132	12	156	132	132	144	36	12	156	12	72	132	24	168	132	156	24	12	
21	36	9	27	39	42	27	33	3	39	33	33	36	9	3	39	3	18	33	6	42	33	39	6	3	
7	12	3	9	13	14	9	11	1	13	11	11	12	3	1	13	1	6	11	2	14	11	13	2	1	
91	156	39	117	169	182	117	143	13	169	143	143	156	39	13	169	13	78	143	26	182	143	169	26	13	
7	12	3	9	13	14	9	11	1	13	11	11	12	3	1	13	1	6	11	2	14	11	13	2	1	
42	72	18	54	78	84	54	66	6	78	66	66	72	18	6	78	6	36	66	12	84	66	78	12	6	
77	132	33	99	143	154	99	121	11	143	121	121	132	33	11	143	11	66	121	22	154	121	143	22	11	
14	24	6	18	26	28	18	22	2	26	22	22	24	6	2	26	2	12	22	4	28	22	26	4	2	
98	168	42	126	182	196	126	154	14	182	154	154	168	42	14	182	14	84	154	28	196	154	182	28	14	
77	132	33	99	143	154	99	121	11	143	121	121	132	33	11	143	11	66	121	22	154	121	143	22	11	
91	156	39	117	169	182	117	143	13	169	143	143	156	39	13	169	13	78	143	26	182	143	169	26	13	
14	24	6	18	26	28	18	22	2	26	22	22	24	6	2	26	2	12	22	4	28	22	26	4	2	
7	12	3	9	13	14	9	11	1	13	11	11	12	3	1	13	1	6	11	2	14	11	13	2	1	
